Airport,Terminal,Date,Hour,Average Wait time (US citizen),Max Wait time (US citizen),Average Wait Time (non-US citizen),Max Wait time (non-US citizen),Average Wait time for all passengers,Max Wait time for all passengers,0-15 min,16-30 min,31-45 min,46-60 min,61-90 min,91-120 min,120 plus min,no. of passengers excluded ,Total,Flights,Booths,,,
ATL,Concourse E,2/2/2022,1800 - 1900,8,35,12,35,9,35,563,133,28,0,0,0,0,22,746,6,22,,,
ATL,Concourse E,2/2/2022,1900 - 2000,5,26,7,25,5,26,565,78,0,0,0,0,0,21,664,7,21,,,
ATL,Concourse F,2/2/2022,0500 - 0600,6,27,8,27,7,27,392,78,0,0,0,0,0,17,487,3,10,,,
ATL,Concourse F,2/2/2022,0600 - 0700,17,51,29,62,25,62,170,110,110,80,5,0,0,14,489,2,9,,,
ATL,Concourse F,2/2/2022,0900 - 1000,2,8,9,19,5,19,130,6,0,0,0,0,0,4,140,2,8,,,
ATL,Concourse F,2/2/2022,1000 - 1100,2,9,3,7,2,9,163,0,0,0,0,0,0,6,169,1,8,,,
ATL,Concourse F,2/2/2022,1100 - 1200,0,4,0,2,0,4,31,0,0,0,0,0,0,0,31,1,6,,,
ATL,Concourse F,2/2/2022,1200 - 1300,0,4,1,5,1,5,49,0,0,0,0,0,0,2,51,1,5,,,
ATL,Concourse F,2/2/2022,1300 - 1400,3,15,7,18,5,18,452,22,0,0,0,0,0,15,489,4,23,,,
ATL,Concourse F,2/2/2022,1400 - 1500,4,42,17,41,8,42,260,65,17,0,0,0,0,9,351,2,19,,,
ATL,Concourse F,2/2/2022,1500 - 1600,10,27,13,27,11,27,62,53,0,0,0,0,0,3,118,2,12,,,
ATL,Concourse F,2/2/2022,1600 - 1700,13,48,24,51,20,51,125,81,55,17,0,0,0,10,288,3,13,,,
ATL,Concourse F,2/2/2022,1700 - 1800,5,14,7,17,5,17,229,2,0,0,0,0,0,8,239,2,13,,,
ATL,Concourse F,2/2/2022,1800 - 1900,2,9,2,14,2,14,176,0,0,0,0,0,0,2,178,2,13,,,
ATL,Concourse F,2/2/2022,1900 - 2000,2,9,5,13,3,13,116,0,0,0,0,0,0,4,120,2,13,,,
ATL,Concourse F,2/2/2022,2000 - 2100,5,37,16,37,7,37,413,119,19,0,0,0,0,16,567,6,18,,,
ATL,Concourse E,2/3/2022,1400 - 1500,4,20,11,22,8,22,84,25,0,0,0,0,0,4,113,1,20,,,
ATL,Concourse E,2/3/2022,1500 - 1600,3,17,4,18,3,18,304,8,0,0,0,0,0,10,322,2,14,,,
ATL,Concourse E,2/3/2022,1600 - 1700,5,28,9,28,6,28,318,41,0,0,0,0,0,11,370,6,14,,,
ATL,Concourse E,2/3/2022,1700 - 1800,4,25,12,35,7,35,338,66,3,0,0,0,0,15,422,5,14,,,
ATL,Concourse E,2/3/2022,1800 - 1900,4,25,5,24,5,25,525,27,0,0,0,0,0,7,559,5,18,,,
ATL,Concourse E,2/3/2022,1900 - 2000,10,28,8,25,9,28,362,151,0,0,0,0,0,13,526,5,15,,,
ATL,Concourse E,2/3/2022,2000 - 2100,4,18,13,20,8,20,80,23,0,0,0,0,0,6,109,1,16,,,
ATL,Concourse F,2/3/2022,0500 - 0600,9,32,16,33,12,33,297,143,7,0,0,0,0,15,462,3,12,,,
ATL,Concourse F,2/3/2022,0600 - 0700,10,41,22,50,19,50,173,117,89,10,0,0,0,9,398,2,10,,,
ATL,Concourse F,2/3/2022,0900 - 1000,1,7,3,8,2,8,71,0,0,0,0,0,0,2,73,2,10,,,
ATL,Concourse F,2/3/2022,1000 - 1100,0,5,2,7,1,7,82,0,0,0,0,0,0,2,84,2,7,,,
ATL,Concourse F,2/3/2022,1100 - 1200,2,10,4,10,3,10,68,0,0,0,0,0,0,2,70,1,6,,,
ATL,Concourse F,2/3/2022,1200 - 1300,3,14,6,15,5,15,82,0,0,0,0,0,0,3,85,1,9,,,
ATL,Concourse F,2/3/2022,1300 - 1400,4,19,8,19,7,19,187,20,0,0,0,0,0,6,213,1,20,,,
ATL,Concourse F,2/3/2022,1400 - 1500,6,23,10,24,8,24,585,81,0,0,0,0,0,22,688,5,22,,,
ATL,Concourse F,2/3/2022,1500 - 1600,5,14,11,18,9,18,85,12,0,0,0,0,0,4,101,1,12,,,
ATL,Concourse F,2/3/2022,1600 - 1700,13,53,30,58,20,58,136,74,52,31,0,0,0,15,308,2,12,,,
ATL,Concourse F,2/3/2022,1700 - 1800,9,31,18,36,12,36,322,164,14,0,0,0,0,17,517,5,11,,,
ATL,Concourse F,2/3/2022,1800 - 1900,1,9,2,5,1,9,47,0,0,0,0,0,0,2,49,1,10,,,
ATL,Concourse F,2/3/2022,1900 - 2000,2,13,6,18,3,18,210,8,0,0,0,0,0,10,228,4,10,,,
ATL,Concourse F,2/3/2022,2000 - 2100,3,11,6,16,3,16,253,2,0,0,0,0,0,12,267,4,16,,,
ATL,Concourse E,2/4/2022,1600 - 1700,10,115,15,132,11,132,335,35,48,0,2,1,3,11,435,6,10,,,
ATL,Concourse E,2/4/2022,1700 - 1800,7,37,22,47,12,47,346,119,45,2,0,0,0,16,528,5,16,,,
ATL,Concourse E,2/4/2022,1800 - 1900,34,87,30,86,33,87,464,135,152,393,190,0,0,41,1375,10,17,,,
ATL,Concourse E,2/4/2022,1900 - 2000,30,62,43,62,32,62,140,4,20,197,6,0,0,9,376,4,14,,,
ATL,Concourse E,2/4/2022,2000 - 2100,6,18,3,10,6,18,81,10,0,0,0,0,0,1,92,1,10,,,
ATL,Concourse F,2/4/2022,0500 - 0600,13,63,25,65,18,65,223,124,41,33,10,0,0,15,446,3,8,,,
ATL,Concourse F,2/4/2022,0600 - 0700,8,38,30,54,22,54,183,126,110,42,0,0,0,15,476,2,8,,,
ATL,Concourse F,2/4/2022,0800 - 0900,4,17,12,22,7,22,119,21,0,0,0,0,0,5,145,1,7,,,
ATL,Concourse F,2/4/2022,0900 - 1000,1,12,12,25,8,25,90,26,0,0,0,0,0,5,121,2,7,,,
ATL,Concourse F,2/4/2022,1000 - 1100,1,8,5,14,3,14,130,0,0,0,0,0,0,3,133,2,7,,,
ATL,Concourse F,2/4/2022,1100 - 1200,3,9,4,9,3,9,42,0,0,0,0,0,0,1,43,1,5,,,
ATL,Concourse F,2/4/2022,1200 - 1300,0,9,8,19,5,19,99,14,0,0,0,0,0,4,117,1,10,,,
ATL,Concourse F,2/4/2022,1300 - 1400,2,12,6,16,4,16,346,3,0,0,0,0,0,8,357,3,19,,,
ATL,Concourse F,2/4/2022,1400 - 1500,4,13,7,16,5,16,243,2,0,0,0,0,0,9,254,2,19,,,
ATL,Concourse F,2/4/2022,1500 - 1600,2,25,10,26,6,26,489,76,0,0,0,0,0,13,578,5,13,,,
ATL,Concourse F,2/4/2022,1600 - 1700,21,90,50,106,36,106,171,153,111,38,129,27,0,20,649,5,11,,,
ATL,Concourse F,2/4/2022,1700 - 1800,7,25,28,46,23,46,46,20,56,2,0,0,0,4,128,1,12,,,
ATL,Concourse F,2/4/2022,1800 - 1900,6,24,27,42,19,42,21,17,18,0,0,0,0,2,58,1,11,,,
ATL,Concourse F,2/4/2022,1900 - 2000,1,10,2,9,2,10,182,0,0,0,0,0,0,4,186,3,12,,,
ATL,Concourse F,2/4/2022,2000 - 2100,10,33,17,35,12,35,318,177,23,0,0,0,0,16,534,5,16,,,
ATL,Concourse F,2/4/2022,2100 - 2200,1,6,1,6,1,6,159,0,0,0,0,0,0,8,167,2,16,,,
ATL,Concourse E,2/5/2022,1500 - 1600,7,18,59,78,25,78,52,3,0,1,22,0,0,3,81,1,9,,,
ATL,Concourse E,2/5/2022,1600 - 1700,9,32,13,61,10,61,511,178,1,10,1,0,0,16,717,6,16,,,
ATL,Concourse E,2/5/2022,1700 - 1800,13,47,19,46,15,47,345,253,74,4,0,0,0,17,693,5,18,,,
ATL,Concourse E,2/5/2022,1800 - 1900,17,39,15,41,16,41,537,542,149,0,0,0,0,38,1266,8,22,,,
ATL,Concourse E,2/5/2022,1900 - 2000,17,43,12,42,17,43,404,326,201,0,0,0,0,24,955,7,19,,,
ATL,Concourse F,2/5/2022,0500 - 0600,9,39,11,39,10,39,333,77,40,0,0,0,0,12,462,3,7,,,
ATL,Concourse F,2/5/2022,0600 - 0700,17,31,41,66,33,66,69,157,47,155,13,0,0,13,454,2,10,,,
ATL,Concourse F,2/5/2022,0900 - 1000,5,40,30,53,19,53,112,12,53,14,0,0,0,5,196,2,4,,,
ATL,Concourse F,2/5/2022,1000 - 1100,6,17,6,17,6,17,158,4,0,0,0,0,0,6,168,2,4,,,
ATL,Concourse F,2/5/2022,1200 - 1300,4,19,11,23,7,23,141,24,0,0,0,0,0,6,171,2,15,,,
ATL,Concourse F,2/5/2022,1300 - 1400,7,23,13,29,10,29,501,187,0,0,0,0,0,16,704,5,24,,,
ATL,Concourse F,2/5/2022,1400 - 1500,16,42,35,80,24,80,276,181,139,57,57,0,0,18,728,5,12,,,
ATL,Concourse F,2/5/2022,1500 - 1600,12,34,41,79,31,79,98,106,47,71,40,0,0,12,374,3,13,,,
ATL,Concourse F,2/5/2022,1600 - 1700,9,73,43,88,19,88,179,47,1,28,29,0,0,6,290,3,8,,,
ATL,Concourse F,2/5/2022,1700 - 1800,23,47,32,55,26,55,83,114,124,27,0,0,0,12,360,2,12,,,
ATL,Concourse F,2/5/2022,1800 - 1900,11,25,15,25,12,25,106,57,0,0,0,0,0,5,168,1,10,,,
ATL,Concourse F,2/5/2022,1900 - 2000,5,19,2,17,5,19,255,17,0,0,0,0,0,12,284,3,10,,,
ATL,Concourse F,2/5/2022,2000 - 2100,11,28,18,32,12,32,655,336,3,0,0,0,0,49,1043,7,17,,,
ATL,Concourse F,2/5/2022,2100 - 2200,3,8,5,8,3,8,89,0,0,0,0,0,0,2,91,1,14,,,
ATL,Concourse E,2/6/2022,1400 - 1500,1,11,2,11,1,11,191,0,0,0,0,0,0,5,196,1,20,,,
ATL,Concourse E,2/6/2022,1600 - 1700,4,20,4,20,4,20,670,27,0,0,0,0,0,20,717,7,18,,,
ATL,Concourse E,2/6/2022,1700 - 1800,4,22,6,21,5,22,494,41,0,0,0,0,0,15,550,5,16,,,
ATL,Concourse E,2/6/2022,1800 - 1900,8,26,10,26,8,26,944,229,0,0,0,0,0,28,1201,7,24,,,
ATL,Concourse E,2/6/2022,1900 - 2000,4,19,4,16,4,19,982,15,0,0,0,0,0,29,1026,6,22,,,
ATL,Concourse F,2/6/2022,0500 - 0600,8,38,23,52,15,52,435,200,93,17,0,0,0,22,767,4,14,,,
ATL,Concourse F,2/6/2022,0600 - 0700,19,51,35,51,29,51,58,59,99,35,0,0,0,5,256,1,12,,,
ATL,Concourse F,2/6/2022,0800 - 0900,2,12,6,14,4,14,143,0,0,0,0,0,0,3,146,1,7,,,
ATL,Concourse F,2/6/2022,0900 - 1000,6,16,13,38,8,38,252,25,9,0,0,0,0,8,294,2,7,,,
ATL,Concourse F,2/6/2022,1000 - 1100,3,12,1,6,3,12,233,0,0,0,0,0,0,3,236,2,8,,,
ATL,Concourse F,2/6/2022,1100 - 1200,3,15,6,14,4,15,103,0,0,0,0,0,0,4,107,1,10,,,
ATL,Concourse F,2/6/2022,1200 - 1300,1,8,4,10,2,10,170,0,0,0,0,0,0,6,176,2,13,,,
ATL,Concourse F,2/6/2022,1300 - 1400,5,12,5,12,5,12,218,0,0,0,0,0,0,6,224,2,21,,,
ATL,Concourse F,2/6/2022,1400 - 1500,3,15,5,15,4,15,537,0,0,0,0,0,0,11,548,3,23,,,
ATL,Concourse F,2/6/2022,1500 - 1600,6,26,16,37,11,37,484,188,45,0,0,0,0,18,735,5,17,,,
ATL,Concourse F,2/6/2022,1700 - 1800,1,5,4,10,3,10,101,0,0,0,0,0,0,4,105,1,15,,,
ATL,Concourse F,2/6/2022,1800 - 1900,6,25,8,25,6,25,672,70,0,0,0,0,0,21,763,4,15,,,
ATL,Concourse F,2/6/2022,2000 - 2100,5,17,6,16,5,17,996,13,0,0,0,0,0,31,1040,8,20,,,
ATL,Concourse F,2/6/2022,2100 - 2200,4,11,3,9,4,11,184,0,0,0,0,0,0,6,190,1,20,,,
ATL,Concourse E,2/7/2022,1500 - 1600,9,65,35,65,21,65,96,24,0,22,16,0,0,4,162,1,14,,,
ATL,Concourse E,2/7/2022,1600 - 1700,6,22,10,43,7,43,678,47,20,0,0,0,0,18,763,8,17,,,
ATL,Concourse E,2/7/2022,1700 - 1800,7,32,7,32,7,32,679,72,3,0,0,0,0,19,773,5,18,,,
ATL,Concourse E,2/7/2022,1800 - 1900,6,22,8,27,7,27,764,73,0,0,0,0,0,25,862,6,20,,,
ATL,Concourse E,2/7/2022,1900 - 2000,6,22,5,20,6,22,570,93,0,0,0,0,0,10,673,5,21,,,
ATL,Concourse E,2/7/2022,2000 - 2100,4,14,5,12,4,14,187,0,0,0,0,0,0,3,190,1,15,,,
ATL,Concourse F,2/7/2022,0500 - 0600,5,27,13,36,9,36,494,132,19,0,0,0,0,21,666,4,9,,,
ATL,Concourse F,2/7/2022,0700 - 0800,2,17,9,22,6,22,166,26,0,0,0,0,0,6,198,1,6,,,
ATL,Concourse F,2/7/2022,0800 - 0900,5,9,7,19,7,19,65,9,0,0,0,0,0,3,77,1,5,,,
ATL,Concourse F,2/7/2022,0900 - 1000,5,13,6,12,5,13,186,0,0,0,0,0,0,5,191,1,5,,,
ATL,Concourse F,2/7/2022,1000 - 1100,2,10,1,7,2,10,222,0,0,0,0,0,0,8,230,2,6,,,
ATL,Concourse F,2/7/2022,1100 - 1200,2,6,4,12,3,12,63,0,0,0,0,0,0,0,63,1,4,,,
ATL,Concourse F,2/7/2022,1300 - 1400,1,15,7,18,4,18,303,22,0,0,0,0,0,9,334,2,17,,,
ATL,Concourse F,2/7/2022,1400 - 1500,4,15,7,16,5,16,457,6,0,0,0,0,0,15,478,3,19,,,
ATL,Concourse F,2/7/2022,1500 - 1600,12,87,38,90,26,90,349,177,136,51,118,0,0,26,857,5,15,,,
ATL,Concourse F,2/7/2022,1600 - 1700,12,36,27,43,19,43,62,21,38,0,0,0,0,4,125,1,13,,,
ATL,Concourse F,2/7/2022,1700 - 1800,12,24,13,22,12,24,113,79,0,0,0,0,0,6,198,1,11,,,
ATL,Concourse F,2/7/2022,1800 - 1900,7,18,2,9,6,18,302,31,0,0,0,0,0,8,341,2,11,,,
ATL,Concourse F,2/7/2022,1900 - 2000,4,12,3,13,4,13,190,0,0,0,0,0,0,4,194,3,12,,,
ATL,Concourse F,2/7/2022,2000 - 2100,5,15,6,18,5,18,534,4,0,0,0,0,0,12,550,4,16,,,
ATL,Concourse E,2/8/2022,1300 - 1400,1,9,1,9,1,9,142,0,0,0,0,0,0,5,147,1,18,,,
ATL,Concourse E,2/8/2022,1400 - 1500,7,31,6,31,7,31,241,75,4,0,0,0,0,9,329,2,16,,,
ATL,Concourse E,2/8/2022,1500 - 1600,3,42,12,41,8,42,229,34,23,0,0,0,0,9,295,2,16,,,
ATL,Concourse E,2/8/2022,1600 - 1700,5,19,5,19,5,19,290,15,0,0,0,0,0,5,310,3,15,,,
ATL,Concourse E,2/8/2022,1700 - 1800,5,23,7,26,5,26,667,62,0,0,0,0,0,17,746,7,17,,,
ATL,Concourse E,2/8/2022,1800 - 1900,11,31,8,29,11,31,562,247,4,0,0,0,0,15,828,6,21,,,
ATL,Concourse E,2/8/2022,1900 - 2000,8,24,7,21,8,24,551,148,0,0,0,0,0,15,714,6,21,,,
ATL,Concourse F,2/8/2022,0500 - 0600,4,28,17,54,11,54,474,89,49,20,0,0,0,19,651,4,11,,,
ATL,Concourse F,2/8/2022,0600 - 0700,9,29,23,34,16,34,104,62,31,0,0,0,0,5,202,1,10,,,
ATL,Concourse F,2/8/2022,0700 - 0800,23,31,25,31,24,31,0,134,5,0,0,0,0,4,143,1,12,,,
ATL,Concourse F,2/8/2022,0900 - 1000,0,5,5,15,3,15,131,0,0,0,0,0,0,4,135,2,12,,,
ATL,Concourse F,2/8/2022,1000 - 1100,2,15,3,13,2,15,154,0,0,0,0,0,0,3,157,2,13,,,
ATL,Concourse F,2/8/2022,1200 - 1300,7,12,3,12,5,12,66,0,0,0,0,0,0,0,66,1,6,,,
ATL,Concourse F,2/8/2022,1300 - 1400,4,18,6,18,5,18,292,19,0,0,0,0,0,7,318,3,17,,,
ATL,Concourse F,2/8/2022,1400 - 1500,5,20,12,26,9,26,202,65,0,0,0,0,0,9,276,2,18,,,
ATL,Concourse F,2/8/2022,1500 - 1600,11,58,25,58,19,58,255,153,106,26,0,0,0,24,564,5,16,,,
ATL,Concourse F,2/8/2022,1600 - 1700,3,14,6,16,4,16,249,2,0,0,0,0,0,8,259,3,12,,,
ATL,Concourse F,2/8/2022,1700 - 1800,3,24,12,31,6,31,224,38,3,0,0,0,0,8,273,2,12,,,
ATL,Concourse F,2/8/2022,1800 - 1900,5,15,7,14,5,15,157,0,0,0,0,0,0,4,161,1,12,,,
ATL,Concourse F,2/8/2022,1900 - 2000,0,5,0,5,0,5,47,0,0,0,0,0,0,1,48,1,13,,,
ATL,Concourse F,2/8/2022,2000 - 2100,4,18,8,18,5,18,672,27,0,0,0,0,0,25,724,6,19,,,
ATL,Concourse E,2/9/2022,1500 - 1600,8,30,13,29,10,30,86,59,0,0,0,0,0,5,150,1,11,,,
ATL,Concourse E,2/9/2022,1600 - 1700,8,39,11,39,9,39,546,118,16,0,0,0,0,20,700,9,13,,,
ATL,Concourse E,2/9/2022,1700 - 1800,8,23,5,23,7,23,152,43,0,0,0,0,0,6,201,2,13,,,
ATL,Concourse E,2/9/2022,1800 - 1900,6,27,7,27,6,27,928,175,0,0,0,0,0,27,1130,9,17,,,
ATL,Concourse E,2/9/2022,1900 - 2000,3,17,4,13,4,17,196,5,0,0,0,0,0,5,206,3,18,,,
ATL,Concourse F,2/9/2022,0500 - 0600,7,23,7,23,7,23,387,72,0,0,0,0,0,11,470,3,11,,,
ATL,Concourse F,2/9/2022,0600 - 0700,5,18,6,18,6,18,208,8,0,0,0,0,0,6,222,1,11,,,
ATL,Concourse F,2/9/2022,0900 - 1000,4,17,8,19,7,19,124,18,0,0,0,0,0,3,145,2,8,,,
ATL,Concourse F,2/9/2022,1000 - 1100,0,3,3,6,0,6,38,0,0,0,0,0,0,1,39,1,10,,,
ATL,Concourse F,2/9/2022,1200 - 1300,1,8,1,10,1,10,100,0,0,0,0,0,0,3,103,2,8,,,
ATL,Concourse F,2/9/2022,1300 - 1400,2,13,7,16,4,16,237,3,0,0,0,0,0,5,245,2,20,,,
ATL,Concourse F,2/9/2022,1400 - 1500,6,33,15,38,10,38,426,113,33,0,0,0,0,14,586,4,18,,,
ATL,Concourse F,2/9/2022,1500 - 1600,3,12,6,21,5,21,221,6,0,0,0,0,0,6,233,3,11,,,
ATL,Concourse F,2/9/2022,1600 - 1700,12,36,21,49,17,49,133,103,34,3,0,0,0,15,288,2,15,,,
ATL,Concourse F,2/9/2022,1700 - 1800,3,15,5,17,4,17,109,3,0,0,0,0,0,2,114,2,7,,,
ATL,Concourse F,2/9/2022,1800 - 1900,3,13,1,9,3,13,198,0,0,0,0,0,0,4,202,2,9,,,
ATL,Concourse F,2/9/2022,1900 - 2000,2,11,3,11,2,11,160,0,0,0,0,0,0,4,164,4,10,,,
ATL,Concourse F,2/9/2022,2000 - 2100,3,22,7,22,3,22,488,21,0,0,0,0,0,19,528,5,20,,,
ATL,Concourse E,2/10/2022,1400 - 1500,1,20,3,19,2,20,192,5,0,0,0,0,0,7,204,1,20,,,
ATL,Concourse E,2/10/2022,1500 - 1600,4,20,8,27,6,27,221,31,0,0,0,0,0,7,259,2,15,,,
ATL,Concourse E,2/10/2022,1600 - 1700,5,33,15,34,8,34,508,82,14,0,0,0,0,16,620,7,15,,,
ATL,Concourse E,2/10/2022,1700 - 1800,4,11,8,19,7,19,106,13,0,0,0,0,0,4,123,1,17,,,
ATL,Concourse E,2/10/2022,1800 - 1900,5,23,8,23,6,23,909,63,0,0,0,0,0,29,1001,9,21,,,
ATL,Concourse E,2/10/2022,1900 - 2000,3,18,4,17,3,18,389,15,0,0,0,0,0,11,415,4,19,,,
ATL,Concourse F,2/10/2022,0500 - 0600,7,31,12,35,9,35,306,108,3,0,0,0,0,11,428,3,13,,,
ATL,Concourse F,2/10/2022,0600 - 0700,5,24,14,29,11,29,267,153,0,0,0,0,0,14,434,2,14,,,
ATL,Concourse F,2/10/2022,0700 - 0800,2,5,11,22,10,22,114,34,0,0,0,0,0,9,157,1,13,,,
ATL,Concourse F,2/10/2022,0800 - 0900,4,12,7,15,6,15,94,0,0,0,0,0,0,2,96,1,14,,,
ATL,Concourse F,2/10/2022,0900 - 1000,1,10,0,1,1,10,27,0,0,0,0,0,0,1,28,1,6,,,
ATL,Concourse F,2/10/2022,1000 - 1100,0,2,1,4,0,4,66,0,0,0,0,0,0,3,69,2,6,,,
ATL,Concourse F,2/10/2022,1200 - 1300,2,14,5,14,4,14,183,0,0,0,0,0,0,5,188,2,15,,,
ATL,Concourse F,2/10/2022,1300 - 1400,3,16,5,17,4,17,334,6,0,0,0,0,0,10,350,3,25,,,
ATL,Concourse F,2/10/2022,1400 - 1500,4,15,7,16,5,16,454,4,0,0,0,0,0,11,469,3,20,,,
ATL,Concourse F,2/10/2022,1500 - 1600,9,64,25,66,18,66,204,60,18,31,10,0,0,14,337,2,14,,,
ATL,Concourse F,2/10/2022,1600 - 1700,1,23,18,31,13,31,85,77,2,0,0,0,0,5,169,2,13,,,
ATL,Concourse F,2/10/2022,1700 - 1800,5,22,7,22,5,22,380,20,0,0,0,0,0,12,412,4,11,,,
ATL,Concourse F,2/10/2022,1800 - 1900,10,22,13,23,11,23,244,78,0,0,0,0,0,6,328,3,14,,,
ATL,Concourse F,2/10/2022,1900 - 2000,2,10,5,17,4,17,101,2,0,0,0,0,0,4,107,2,11,,,
ATL,Concourse F,2/10/2022,2000 - 2100,2,11,4,13,2,13,385,0,0,0,0,0,0,11,396,5,21,,,
ATL,Concourse F,2/10/2022,2100 - 2200,2,6,5,9,4,9,81,0,0,0,0,0,0,5,86,1,22,,,
ATL,Concourse E,2/11/2022,1300 - 1400,1,8,1,8,1,8,140,0,0,0,0,0,0,4,144,1,19,,,
ATL,Concourse E,2/11/2022,1400 - 1500,1,29,15,29,7,29,156,46,0,0,0,0,0,4,206,1,14,,,
ATL,Concourse E,2/11/2022,1500 - 1600,10,43,27,63,16,63,245,129,50,21,2,0,0,12,459,5,10,,,
ATL,Concourse E,2/11/2022,1600 - 1700,9,39,26,59,15,59,345,72,87,17,0,0,0,17,538,4,16,,,
ATL,Concourse E,2/11/2022,1700 - 1800,14,48,16,45,14,48,242,99,48,2,0,0,0,12,403,3,13,,,
ATL,Concourse E,2/11/2022,1800 - 1900,20,46,23,60,20,60,342,446,240,10,0,0,0,29,1067,8,17,,,
ATL,Concourse E,2/11/2022,1900 - 2000,21,47,15,43,20,47,244,135,197,7,0,0,0,12,595,6,16,,,
ATL,Concourse F,2/11/2022,0500 - 0600,11,44,22,47,17,47,323,200,117,3,0,0,0,21,664,4,12,,,
ATL,Concourse F,2/11/2022,0600 - 0700,9,25,16,27,13,27,109,95,0,0,0,0,0,2,206,1,13,,,
ATL,Concourse F,2/11/2022,0800 - 0900,2,12,5,12,3,12,144,0,0,0,0,0,0,5,149,1,10,,,
ATL,Concourse F,2/11/2022,0900 - 1000,3,21,12,27,8,27,96,33,0,0,0,0,0,4,133,2,8,,,
ATL,Concourse F,2/11/2022,1000 - 1100,1,5,1,5,1,5,116,0,0,0,0,0,0,4,120,2,10,,,
ATL,Concourse F,2/11/2022,1100 - 1200,0,9,4,9,2,9,57,0,0,0,0,0,0,2,59,1,8,,,
ATL,Concourse F,2/11/2022,1200 - 1300,1,10,5,12,3,12,109,0,0,0,0,0,0,3,112,1,8,,,
ATL,Concourse F,2/11/2022,1300 - 1400,2,12,6,14,4,14,223,0,0,0,0,0,0,8,231,2,23,,,
ATL,Concourse F,2/11/2022,1400 - 1500,7,39,20,39,13,39,381,132,82,0,0,0,0,17,612,3,20,,,
ATL,Concourse F,2/11/2022,1500 - 1600,12,31,29,59,20,59,87,58,5,33,0,0,0,4,187,2,11,,,
ATL,Concourse F,2/11/2022,1600 - 1700,22,87,49,91,35,91,106,44,72,60,60,2,0,17,361,3,11,,,
ATL,Concourse F,2/11/2022,1700 - 1800,35,78,54,90,41,90,99,31,143,124,116,0,0,20,533,5,11,,,
ATL,Concourse F,2/11/2022,1800 - 1900,22,36,49,67,39,67,10,11,28,35,4,0,0,3,91,1,10,,,
ATL,Concourse F,2/11/2022,1900 - 2000,9,19,10,21,10,21,65,28,0,0,0,0,0,2,95,1,11,,,
ATL,Concourse F,2/11/2022,2000 - 2100,8,27,17,33,10,33,468,156,17,0,0,0,0,33,674,5,18,,,
ATL,Concourse F,2/11/2022,2100 - 2200,9,19,9,19,9,19,134,22,0,0,0,0,0,8,164,1,18,,,
ATL,Concourse F,2/11/2022,2200 - 2300,6,13,5,12,5,13,107,0,0,0,0,0,0,7,114,1,18,,,
ATL,Concourse E,2/12/2022,1500 - 1600,27,71,63,103,46,103,43,86,68,48,115,14,0,10,384,2,15,,,
ATL,Concourse E,2/12/2022,1600 - 1700,6,38,19,88,10,88,506,112,16,0,10,0,0,16,660,5,22,,,
ATL,Concourse E,2/12/2022,1700 - 1800,8,70,10,67,9,70,441,44,36,1,5,0,0,14,541,5,16,,,
ATL,Concourse E,2/12/2022,1800 - 1900,18,51,21,51,19,51,430,488,221,3,0,0,0,29,1171,8,22,,,
ATL,Concourse E,2/12/2022,1900 - 2000,15,37,25,44,15,44,488,370,135,0,0,0,0,25,1018,7,18,,,
ATL,Concourse E,2/12/2022,2100 - 2200,2,12,1,5,2,12,155,0,0,0,0,0,0,5,160,1,17,,,
ATL,Concourse F,2/12/2022,0500 - 0600,6,27,14,34,10,34,448,210,9,0,0,0,0,21,688,4,10,,,
ATL,Concourse F,2/12/2022,0600 - 0700,4,19,11,23,8,23,166,46,0,0,0,0,0,7,219,1,10,,,
ATL,Concourse F,2/12/2022,0900 - 1000,13,32,25,54,17,54,126,87,27,16,0,0,0,8,264,2,7,,,
ATL,Concourse F,2/12/2022,1000 - 1100,4,15,5,15,4,15,182,0,0,0,0,0,0,6,188,2,5,,,
ATL,Concourse F,2/12/2022,1100 - 1200,3,13,7,15,5,15,124,0,0,0,0,0,0,4,128,2,6,,,
ATL,Concourse F,2/12/2022,1300 - 1400,6,27,14,30,10,30,570,219,0,0,0,0,0,24,813,6,20,,,
ATL,Concourse F,2/12/2022,1400 - 1500,5,24,11,24,7,24,378,92,0,0,0,0,0,15,485,3,18,,,
ATL,Concourse F,2/12/2022,1500 - 1600,25,112,66,118,53,118,131,83,85,97,165,135,0,24,720,4,14,,,
ATL,Concourse F,2/12/2022,1600 - 1700,11,62,66,96,43,96,82,49,1,10,106,14,0,9,271,2,13,,,
ATL,Concourse F,2/12/2022,1700 - 1800,14,38,26,75,16,75,188,114,36,0,8,0,0,12,358,2,9,,,
ATL,Concourse F,2/12/2022,1800 - 1900,31,52,31,50,31,52,13,26,39,14,0,0,0,3,95,1,11,,,
ATL,Concourse F,2/12/2022,1900 - 2000,8,31,12,31,10,31,355,115,2,0,0,0,0,14,486,4,13,,,
ATL,Concourse F,2/12/2022,2000 - 2100,14,40,25,43,16,43,498,592,67,0,0,0,0,29,1186,7,20,,,
ATL,Concourse E,2/13/2022,1300 - 1400,25,46,33,51,28,51,0,105,51,4,0,0,0,5,165,1,18,,,
ATL,Concourse E,2/13/2022,1400 - 1500,5,46,29,55,18,55,106,34,36,22,0,0,0,7,205,1,12,,,
ATL,Concourse E,2/13/2022,1500 - 1600,9,38,30,56,18,56,92,68,40,14,0,0,0,5,219,1,14,,,
