Airport,Terminal,Date,Hour,Average Wait time (US citizen),Max Wait time (US citizen),Average Wait Time (non-US citizen),Max Wait time (non-US citizen),Average Wait time for all passengers,Max Wait time for all passengers,0-15 min,16-30 min,31-45 min,46-60 min,61-90 min,91-120 min,120 plus min,no. of passengers excluded ,Total,Flights,Booths,,,
ATL,Concourse E,2/13/2022,1600 - 1700,4,17,6,17,4,17,621,29,0,0,0,0,0,16,666,7,15,,,
ATL,Concourse E,2/13/2022,1700 - 1800,8,46,18,53,11,53,633,169,86,14,0,0,0,29,931,6,18,,,
ATL,Concourse E,2/13/2022,1800 - 1900,12,38,15,32,12,38,514,302,13,0,0,0,0,23,852,5,16,,,
ATL,Concourse E,2/13/2022,1900 - 2000,14,35,11,33,13,35,383,302,31,0,0,0,0,16,732,5,17,,,
ATL,Concourse F,2/13/2022,0500 - 0600,14,47,26,50,18,50,228,135,106,15,0,0,0,16,500,3,9,,,
ATL,Concourse F,2/13/2022,0600 - 0700,7,19,15,30,11,30,132,72,0,0,0,0,0,5,209,1,9,,,
ATL,Concourse F,2/13/2022,0700 - 0800,7,20,28,51,21,51,97,55,48,24,0,0,0,6,230,1,7,,,
ATL,Concourse F,2/13/2022,0800 - 0900,5,19,18,56,12,56,197,64,8,18,0,0,0,7,294,2,7,,,
ATL,Concourse F,2/13/2022,0900 - 1000,14,25,16,23,14,25,91,74,0,0,0,0,0,4,169,1,4,,,
ATL,Concourse F,2/13/2022,1000 - 1100,8,21,5,19,8,21,220,46,0,0,0,0,0,8,274,2,6,,,
ATL,Concourse F,2/13/2022,1100 - 1200,1,6,3,6,1,6,81,0,0,0,0,0,0,3,84,1,6,,,
ATL,Concourse F,2/13/2022,1200 - 1300,4,19,9,23,6,23,185,23,0,0,0,0,0,6,214,2,10,,,
ATL,Concourse F,2/13/2022,1300 - 1400,6,19,13,23,10,23,206,90,0,0,0,0,0,9,305,2,20,,,
ATL,Concourse F,2/13/2022,1400 - 1500,6,26,19,43,11,43,482,193,36,0,0,0,0,23,734,4,17,,,
ATL,Concourse F,2/13/2022,1500 - 1600,14,40,28,47,21,47,83,86,47,5,0,0,0,7,228,2,12,,,
ATL,Concourse F,2/13/2022,1600 - 1700,2,23,13,23,8,23,85,25,0,0,0,0,0,4,114,1,9,,,
ATL,Concourse F,2/13/2022,1700 - 1800,8,25,13,29,9,29,242,61,0,0,0,0,0,8,311,2,12,,,
ATL,Concourse F,2/13/2022,1800 - 1900,17,49,30,70,24,70,110,94,94,28,4,0,0,8,338,3,13,,,
ATL,Concourse F,2/13/2022,1900 - 2000,15,39,20,42,17,42,220,241,71,0,0,0,0,20,552,4,13,,,
ATL,Concourse F,2/13/2022,2000 - 2100,15,43,21,43,16,43,349,463,72,0,0,0,0,41,925,6,21,,,
ATL,Concourse E,2/14/2022,1500 - 1600,5,29,13,36,8,36,444,122,10,0,0,0,0,17,593,5,12,,,
ATL,Concourse E,2/14/2022,1600 - 1700,7,31,18,69,9,69,332,59,2,4,10,0,0,13,420,4,16,,,
ATL,Concourse E,2/14/2022,1700 - 1800,6,38,10,42,7,42,476,63,16,0,0,0,0,18,573,5,16,,,
ATL,Concourse E,2/14/2022,1800 - 1900,13,41,12,34,13,41,521,307,60,0,0,0,0,26,914,6,15,,,
ATL,Concourse E,2/14/2022,1900 - 2000,11,40,8,40,10,40,633,192,43,0,0,0,0,25,893,7,16,,,
ATL,Concourse E,2/14/2022,2000 - 2100,3,15,7,15,4,15,177,0,0,0,0,0,0,3,180,1,14,,,
ATL,Concourse F,2/14/2022,0100 - 0200,3,12,7,11,4,12,48,0,0,0,0,0,0,2,50,1,3,,,
ATL,Concourse F,2/14/2022,0500 - 0600,3,39,20,77,11,77,298,39,19,6,20,0,0,13,395,3,7,,,
ATL,Concourse F,2/14/2022,0600 - 0700,15,65,38,68,24,68,166,97,49,38,39,0,0,11,400,2,6,,,
ATL,Concourse F,2/14/2022,0800 - 0900,3,19,16,36,12,36,51,18,10,0,0,0,0,3,82,1,7,,,
ATL,Concourse F,2/14/2022,0900 - 1000,14,27,13,25,14,27,75,77,0,0,0,0,0,3,155,1,6,,,
ATL,Concourse F,2/14/2022,1000 - 1100,5,14,5,13,5,14,230,0,0,0,0,0,0,7,237,2,7,,,
ATL,Concourse F,2/14/2022,1100 - 1200,2,8,3,7,2,8,57,0,0,0,0,0,0,2,59,1,7,,,
ATL,Concourse F,2/14/2022,1300 - 1400,4,18,13,32,8,32,340,78,5,0,0,0,0,9,432,3,17,,,
ATL,Concourse F,2/14/2022,1400 - 1500,15,32,17,42,16,42,353,388,39,0,0,0,0,22,802,4,20,,,
ATL,Concourse F,2/14/2022,1500 - 1600,6,12,7,18,7,18,120,12,0,0,0,0,0,4,136,1,12,,,
ATL,Concourse F,2/14/2022,1600 - 1700,23,67,48,83,38,83,37,61,38,32,52,0,0,7,227,1,12,,,
ATL,Concourse F,2/14/2022,1700 - 1800,11,42,21,41,13,42,358,180,34,0,0,0,0,16,588,4,11,,,
ATL,Concourse F,2/14/2022,1800 - 1900,14,37,23,38,16,38,132,130,33,0,0,0,0,9,304,2,8,,,
ATL,Concourse F,2/14/2022,1900 - 2000,25,45,23,45,24,45,51,69,91,0,0,0,0,11,222,3,11,,,
ATL,Concourse F,2/14/2022,2000 - 2100,4,18,7,13,4,18,279,1,0,0,0,0,0,7,287,3,12,,,
ATL,Concourse E,2/15/2022,1500 - 1600,19,34,18,34,19,34,52,87,21,0,0,0,0,4,164,1,16,,,
ATL,Concourse E,2/15/2022,1600 - 1700,9,29,18,63,11,63,566,173,26,4,4,0,0,22,795,7,18,,,
ATL,Concourse E,2/15/2022,1700 - 1800,19,63,24,62,20,63,377,359,196,15,3,0,0,28,978,6,20,,,
ATL,Concourse E,2/15/2022,1800 - 1900,16,36,24,59,17,59,488,598,93,13,0,0,0,38,1230,7,20,,,
ATL,Concourse E,2/15/2022,1900 - 2000,9,29,13,26,10,29,253,61,0,0,0,0,0,10,324,2,18,,,
ATL,Concourse E,2/15/2022,2000 - 2100,6,19,7,19,6,19,83,20,0,0,0,0,0,4,107,1,18,,,
ATL,Concourse F,2/15/2022,0500 - 0600,29,56,52,82,40,82,138,23,267,157,148,0,0,21,754,5,9,,,
ATL,Concourse F,2/15/2022,0800 - 0900,2,25,10,31,7,31,191,37,1,0,0,0,0,8,237,2,10,,,
ATL,Concourse F,2/15/2022,0900 - 1000,5,20,12,20,6,20,148,14,0,0,0,0,0,5,167,1,7,,,
ATL,Concourse F,2/15/2022,1000 - 1100,9,16,3,16,8,16,169,8,0,0,0,0,0,4,181,2,10,,,
ATL,Concourse F,2/15/2022,1100 - 1200,6,15,7,14,6,15,82,0,0,0,0,0,0,2,84,1,11,,,
ATL,Concourse F,2/15/2022,1200 - 1300,8,22,10,24,9,24,271,78,0,0,0,0,0,6,355,2,25,,,
ATL,Concourse F,2/15/2022,1300 - 1400,5,19,8,19,6,19,202,11,0,0,0,0,0,5,218,2,20,,,
ATL,Concourse F,2/15/2022,1400 - 1500,5,22,7,24,6,24,494,43,0,0,0,0,0,17,554,3,23,,,
ATL,Concourse F,2/15/2022,1500 - 1600,18,90,32,89,26,90,278,268,135,83,69,0,0,25,858,5,16,,,
ATL,Concourse F,2/15/2022,1600 - 1700,10,29,29,71,14,71,172,70,2,10,8,0,0,9,271,2,11,,,
ATL,Concourse F,2/15/2022,1700 - 1800,13,36,16,36,15,36,75,68,11,0,0,0,0,5,159,1,13,,,
ATL,Concourse F,2/15/2022,1800 - 1900,18,36,16,33,17,36,69,86,26,0,0,0,0,6,187,2,11,,,
ATL,Concourse F,2/15/2022,1900 - 2000,9,21,10,19,9,21,198,22,0,0,0,0,0,5,225,2,12,,,
ATL,Concourse F,2/15/2022,2000 - 2100,8,26,9,26,8,26,739,182,0,0,0,0,0,31,952,7,20,,,
ATL,Concourse F,2/15/2022,2100 - 2200,6,20,7,20,6,20,173,8,0,0,0,0,0,6,187,1,15,,,
ATL,Concourse E,2/16/2022,1500 - 1600,11,64,37,75,23,75,101,49,3,8,37,0,0,5,203,2,11,,,
ATL,Concourse E,2/16/2022,1600 - 1700,8,45,20,50,11,50,539,128,47,4,0,0,0,26,744,7,17,,,
ATL,Concourse E,2/16/2022,1700 - 1800,14,38,12,40,14,40,238,150,29,0,0,0,0,14,431,4,16,,,
ATL,Concourse E,2/16/2022,1800 - 1900,14,37,15,39,14,39,611,414,72,0,0,0,0,33,1130,8,20,,,
ATL,Concourse E,2/16/2022,1900 - 2000,8,23,8,22,8,23,267,58,0,0,0,0,0,8,333,3,20,,,
ATL,Concourse F,2/16/2022,0500 - 0600,16,52,27,67,21,67,257,181,117,56,15,0,0,18,644,4,8,,,
ATL,Concourse F,2/16/2022,0600 - 0700,22,44,37,51,32,51,31,57,82,44,0,0,0,6,220,1,8,,,
ATL,Concourse F,2/16/2022,0800 - 0900,3,12,7,16,6,16,90,4,0,0,0,0,0,1,95,1,9,,,
ATL,Concourse F,2/16/2022,0900 - 1000,0,3,1,4,0,4,70,0,0,0,0,0,0,3,73,1,9,,,
ATL,Concourse F,2/16/2022,1000 - 1100,3,12,7,13,3,13,196,0,0,0,0,0,0,2,198,2,9,,,
ATL,Concourse F,2/16/2022,1200 - 1300,11,18,10,17,10,18,63,12,0,0,0,0,0,3,78,1,9,,,
ATL,Concourse F,2/16/2022,1300 - 1400,1,9,4,12,2,12,122,0,0,0,0,0,0,2,124,1,17,,,
ATL,Concourse F,2/16/2022,1400 - 1500,5,49,21,69,13,69,685,87,36,63,32,0,0,31,934,6,20,,,
ATL,Concourse F,2/16/2022,1500 - 1600,39,106,68,117,56,117,31,29,47,90,89,54,0,12,352,3,13,,,
ATL,Concourse F,2/16/2022,1600 - 1700,22,32,53,75,38,75,7,41,6,2,27,0,0,3,86,1,11,,,
ATL,Concourse F,2/16/2022,1700 - 1800,21,36,22,36,21,36,68,269,42,0,0,0,0,9,388,2,11,,,
ATL,Concourse F,2/16/2022,1800 - 1900,7,17,5,16,7,17,94,6,0,0,0,0,0,3,103,1,10,,,
ATL,Concourse F,2/16/2022,1900 - 2000,7,23,7,19,7,23,588,43,0,0,0,0,0,23,654,6,16,,,
ATL,Concourse F,2/16/2022,2000 - 2100,6,21,8,22,6,22,476,19,0,0,0,0,0,24,519,4,18,,,
ATL,Concourse F,2/16/2022,2100 - 2200,3,11,4,7,3,11,85,0,0,0,0,0,0,5,90,1,13,,,
ATL,Concourse E,2/17/2022,1600 - 1700,4,20,7,21,5,21,577,19,0,0,0,0,0,15,611,7,16,,,
ATL,Concourse E,2/17/2022,1700 - 1800,2,20,5,20,3,20,409,12,0,0,0,0,0,11,432,5,16,,,
ATL,Concourse E,2/17/2022,1800 - 1900,10,33,14,38,11,38,733,353,29,0,0,0,0,34,1149,8,18,,,
ATL,Concourse E,2/17/2022,1900 - 2000,11,36,17,35,12,36,299,119,62,0,0,0,0,7,487,4,15,,,
ATL,Concourse F,2/17/2022,0500 - 0600,9,35,12,36,10,36,390,137,33,0,0,0,0,16,576,4,10,,,
ATL,Concourse F,2/17/2022,0600 - 0700,14,30,22,33,18,33,59,122,11,0,0,0,0,2,194,1,10,,,
ATL,Concourse F,2/17/2022,0900 - 1000,3,9,4,14,3,14,199,0,0,0,0,0,0,6,205,2,10,,,
ATL,Concourse F,2/17/2022,1000 - 1100,1,4,6,18,3,18,32,2,0,0,0,0,0,2,36,1,6,,,
ATL,Concourse F,2/17/2022,1100 - 1200,3,11,4,11,3,11,254,0,0,0,0,0,0,6,260,2,8,,,
ATL,Concourse F,2/17/2022,1200 - 1300,1,6,2,8,2,8,99,0,0,0,0,0,0,0,99,1,11,,,
ATL,Concourse F,2/17/2022,1400 - 1500,2,15,5,16,3,16,496,1,0,0,0,0,0,14,511,3,20,,,
ATL,Concourse F,2/17/2022,1500 - 1600,4,24,11,30,7,30,479,86,0,0,0,0,0,14,579,4,15,,,
ATL,Concourse F,2/17/2022,1600 - 1700,12,35,14,40,13,40,185,124,24,0,0,0,0,12,345,2,13,,,
ATL,Concourse F,2/17/2022,1700 - 1800,0,11,4,13,2,13,199,0,0,0,0,0,0,5,204,2,11,,,
ATL,Concourse F,2/17/2022,1800 - 1900,12,28,8,23,11,28,337,192,0,0,0,0,0,12,541,4,10,,,
ATL,Concourse F,2/17/2022,1900 - 2000,1,9,3,12,2,12,236,0,0,0,0,0,0,6,242,2,10,,,
ATL,Concourse F,2/17/2022,2000 - 2100,1,16,6,21,3,21,533,30,0,0,0,0,0,12,575,7,17,,,
ATL,Concourse F,2/17/2022,2100 - 2200,3,12,7,12,4,12,175,0,0,0,0,0,0,6,181,1,16,,,
ATL,Concourse E,2/18/2022,1500 - 1600,0,7,6,50,3,50,178,1,0,3,0,0,0,5,187,1,12,,,
ATL,Concourse E,2/18/2022,1600 - 1700,19,50,31,68,22,68,350,198,258,79,7,0,0,26,918,9,17,,,
ATL,Concourse E,2/18/2022,1700 - 1800,27,79,39,79,32,79,161,75,163,95,76,0,0,17,587,4,19,,,
ATL,Concourse E,2/18/2022,1800 - 1900,31,62,37,61,32,62,204,80,163,262,9,0,0,16,734,5,20,,,
ATL,Concourse E,2/18/2022,1900 - 2000,25,55,18,45,25,55,245,65,289,49,0,0,0,18,666,5,16,,,
ATL,Concourse F,2/18/2022,0500 - 0600,13,36,13,36,13,36,361,204,44,0,0,0,0,18,627,4,10,,,
ATL,Concourse F,2/18/2022,0600 - 0700,6,19,11,24,9,24,140,35,0,0,0,0,0,6,181,1,9,,,
ATL,Concourse F,2/18/2022,0800 - 0900,3,13,10,24,7,24,186,34,0,0,0,0,0,8,228,2,10,,,
ATL,Concourse F,2/18/2022,0900 - 1000,0,6,0,0,0,6,33,0,0,0,0,0,0,0,33,1,6,,,
ATL,Concourse F,2/18/2022,1000 - 1100,6,16,8,16,6,16,159,4,0,0,0,0,0,5,168,1,9,,,
ATL,Concourse F,2/18/2022,1100 - 1200,0,2,1,6,0,6,67,0,0,0,0,0,0,3,70,1,9,,,
ATL,Concourse F,2/18/2022,1200 - 1300,2,11,3,10,3,11,133,0,0,0,0,0,0,4,137,1,11,,,
ATL,Concourse F,2/18/2022,1300 - 1400,2,14,6,14,4,14,367,0,0,0,0,0,0,11,378,2,22,,,
ATL,Concourse F,2/18/2022,1400 - 1500,6,21,11,29,9,29,364,107,0,0,0,0,0,16,487,3,18,,,
ATL,Concourse F,2/18/2022,1500 - 1600,9,78,32,78,20,78,400,149,65,59,61,0,0,22,756,5,13,,,
ATL,Concourse F,2/18/2022,1600 - 1700,8,60,40,68,20,68,124,18,16,34,11,0,0,8,211,2,10,,,
ATL,Concourse F,2/18/2022,1700 - 1800,23,44,44,68,28,68,78,77,95,24,16,0,0,10,300,2,11,,,
ATL,Concourse F,2/18/2022,1800 - 1900,18,34,24,42,21,42,63,143,37,0,0,0,0,9,252,2,12,,,
ATL,Concourse F,2/18/2022,1900 - 2000,11,30,17,29,12,30,201,119,0,0,0,0,0,7,327,3,13,,,
ATL,Concourse F,2/18/2022,2000 - 2100,8,22,11,22,8,22,558,196,0,0,0,0,0,20,774,6,15,,,
ATL,Concourse F,2/18/2022,2100 - 2200,4,12,6,15,5,15,80,0,0,0,0,0,0,5,85,1,16,,,
ATL,Concourse F,2/18/2022,2200 - 2300,11,33,18,37,15,37,64,39,16,0,0,0,0,5,124,1,3,,,
ATL,Concourse E,2/19/2022,1500 - 1600,25,51,42,70,33,70,33,52,58,26,17,0,0,5,191,1,15,,,
ATL,Concourse E,2/19/2022,1600 - 1700,8,47,17,50,11,50,519,160,21,8,0,0,0,24,732,8,17,,,
ATL,Concourse E,2/19/2022,1700 - 1800,7,29,20,49,11,49,626,175,50,11,0,0,0,22,884,5,17,,,
ATL,Concourse E,2/19/2022,1800 - 1900,25,58,28,59,26,59,320,325,345,146,0,0,0,32,1168,7,18,,,
ATL,Concourse E,2/19/2022,1900 - 2000,32,58,35,56,32,58,208,74,555,186,0,0,0,30,1053,8,17,,,
ATL,Concourse F,2/19/2022,0500 - 0600,18,90,45,94,31,94,206,152,138,68,85,7,0,21,677,4,9,,,
ATL,Concourse F,2/19/2022,0600 - 0700,13,37,53,81,36,81,59,54,10,16,65,0,0,7,211,1,6,,,
ATL,Concourse F,2/19/2022,0800 - 0900,4,28,12,29,10,29,67,35,0,0,0,0,0,4,106,1,6,,,
ATL,Concourse F,2/19/2022,0900 - 1000,3,10,7,10,3,10,157,0,0,0,0,0,0,1,158,1,6,,,
ATL,Concourse F,2/19/2022,1000 - 1100,3,13,9,17,4,17,176,5,0,0,0,0,0,5,186,1,6,,,
ATL,Concourse F,2/19/2022,1100 - 1200,4,11,8,19,6,19,85,7,0,0,0,0,0,2,94,1,5,,,
ATL,Concourse F,2/19/2022,1200 - 1300,5,19,9,19,6,19,189,19,0,0,0,0,0,6,214,2,12,,,
ATL,Concourse F,2/19/2022,1300 - 1400,5,36,22,42,14,42,289,171,64,0,0,0,0,15,539,3,19,,,
ATL,Concourse F,2/19/2022,1400 - 1500,15,62,31,92,21,92,519,162,162,42,60,11,0,26,982,6,17,,,
ATL,Concourse F,2/19/2022,1500 - 1600,20,51,54,84,36,84,98,180,73,62,124,0,0,13,550,3,16,,,
ATL,Concourse F,2/19/2022,1700 - 1800,4,26,14,33,10,33,191,76,7,0,0,0,0,8,282,2,11,,,
ATL,Concourse F,2/19/2022,1800 - 1900,17,36,27,52,19,52,111,132,50,9,0,0,0,10,312,2,12,,,
ATL,Concourse F,2/19/2022,1900 - 2000,34,95,59,100,38,100,81,176,342,100,96,22,0,25,842,5,13,,,
ATL,Concourse F,2/19/2022,2000 - 2100,40,80,63,87,46,87,149,24,339,453,282,0,0,38,1285,7,17,,,
ATL,Concourse F,2/19/2022,2100 - 2200,5,10,8,10,5,10,113,0,0,0,0,0,0,4,117,1,8,,,
ATL,Concourse E,2/20/2022,1600 - 1700,7,26,10,27,8,27,530,143,0,0,0,0,0,17,690,7,18,,,
ATL,Concourse E,2/20/2022,1700 - 1800,13,32,13,35,13,35,351,215,18,0,0,0,0,18,602,4,21,,,
ATL,Concourse E,2/20/2022,1800 - 1900,7,27,9,23,8,27,872,138,0,0,0,0,0,30,1040,6,22,,,
ATL,Concourse E,2/20/2022,1900 - 2000,7,24,9,24,7,24,610,70,0,0,0,0,0,11,691,4,23,,,
ATL,Concourse F,2/20/2022,0000 - 0100,7,18,14,18,7,18,138,20,0,0,0,0,0,3,161,1,3,,,
ATL,Concourse F,2/20/2022,0500 - 0600,15,46,19,46,16,46,273,120,100,4,0,0,0,15,512,3,10,,,
ATL,Concourse F,2/20/2022,0600 - 0700,13,52,37,68,26,68,131,136,60,72,17,0,0,9,425,2,10,,,
ATL,Concourse F,2/20/2022,0700 - 0800,4,13,7,13,5,13,67,0,0,0,0,0,0,1,68,1,9,,,
ATL,Concourse F,2/20/2022,0800 - 0900,10,33,26,56,19,56,127,82,41,29,0,0,0,7,286,2,7,,,
ATL,Concourse F,2/20/2022,0900 - 1000,13,23,11,22,13,23,113,86,0,0,0,0,0,1,200,1,6,,,
ATL,Concourse F,2/20/2022,1000 - 1100,4,16,10,16,5,16,170,6,0,0,0,0,0,2,178,1,6,,,
ATL,Concourse F,2/20/2022,1200 - 1300,7,27,15,30,10,30,253,96,0,0,0,0,0,9,358,3,15,,,
ATL,Concourse F,2/20/2022,1300 - 1400,3,12,6,17,5,17,431,3,0,0,0,0,0,16,450,3,24,,,
ATL,Concourse F,2/20/2022,1400 - 1500,9,38,20,40,13,40,605,308,96,0,0,0,0,25,1034,5,23,,,
ATL,Concourse F,2/20/2022,1500 - 1600,12,35,16,35,14,35,249,180,31,0,0,0,0,11,471,2,14,,,
ATL,Concourse F,2/20/2022,1600 - 1700,15,29,9,24,13,29,113,70,0,0,0,0,0,6,189,2,10,,,
ATL,Concourse F,2/20/2022,1700 - 1800,20,44,20,44,20,44,161,284,105,0,0,0,0,13,563,3,14,,,
ATL,Concourse F,2/20/2022,1800 - 1900,8,26,9,26,8,26,253,43,0,0,0,0,0,5,301,2,13,,,
ATL,Concourse F,2/20/2022,1900 - 2000,9,18,8,18,9,18,146,17,0,0,0,0,0,6,169,1,15,,,
ATL,Concourse F,2/20/2022,2000 - 2100,5,29,7,29,6,29,1000,28,0,0,0,0,0,36,1064,6,25,,,
ATL,Concourse F,2/20/2022,2100 - 2200,1,8,5,13,2,13,324,0,0,0,0,0,0,9,333,2,25,,,
ATL,Concourse F,2/20/2022,2200 - 2300,5,17,6,17,5,17,156,10,0,0,0,0,0,5,171,1,3,,,
ATL,Concourse E,2/21/2022,1500 - 1600,0,18,4,24,2,24,210,15,0,0,0,0,0,7,232,1,18,,,
ATL,Concourse E,2/21/2022,1600 - 1700,14,43,21,69,16,69,527,377,90,18,6,0,0,31,1049,8,18,,,
ATL,Concourse E,2/21/2022,1700 - 1800,9,31,13,31,10,31,345,116,2,0,0,0,0,14,477,4,18,,,
ATL,Concourse E,2/21/2022,1800 - 1900,7,31,11,31,7,31,1026,182,5,0,0,0,0,26,1239,7,25,,,
ATL,Concourse E,2/21/2022,1900 - 2000,4,16,6,16,4,16,612,6,0,0,0,0,0,13,631,4,24,,,
ATL,Concourse E,2/21/2022,2000 - 2100,3,12,4,11,3,12,138,0,0,0,0,0,0,5,143,1,18,,,
ATL,Concourse F,2/21/2022,0500 - 0600,10,42,24,69,16,69,382,119,79,27,14,0,0,20,641,4,10,,,
ATL,Concourse F,2/21/2022,0600 - 0700,9,35,25,40,18,40,123,71,55,0,0,0,0,6,255,1,10,,,
ATL,Concourse F,2/21/2022,0800 - 0900,6,13,12,25,10,25,71,29,0,0,0,0,0,4,104,1,6,,,
ATL,Concourse F,2/21/2022,0900 - 1000,6,18,8,13,6,18,174,14,0,0,0,0,0,3,191,1,7,,,
ATL,Concourse F,2/21/2022,1000 - 1100,4,14,7,14,4,14,175,0,0,0,0,0,0,6,181,1,7,,,
ATL,Concourse F,2/21/2022,1100 - 1200,8,19,9,19,8,19,91,13,0,0,0,0,0,4,108,1,8,,,
ATL,Concourse F,2/21/2022,1200 - 1300,9,19,13,20,11,20,101,53,0,0,0,0,0,3,157,1,17,,,
ATL,Concourse F,2/21/2022,1300 - 1400,3,16,5,13,4,16,557,5,0,0,0,0,0,10,572,3,22,,,
ATL,Concourse F,2/21/2022,1400 - 1500,3,21,8,21,5,21,412,30,0,0,0,0,0,7,449,2,23,,,
ATL,Concourse F,2/21/2022,1500 - 1600,11,33,28,57,19,57,281,245,125,23,0,0,0,22,696,4,16,,,
ATL,Concourse F,2/21/2022,1600 - 1700,32,88,46,88,40,88,9,72,74,50,33,0,0,7,245,1,13,,,
ATL,Concourse F,2/21/2022,1700 - 1800,14,42,30,46,17,46,373,288,111,2,0,0,0,21,795,4,17,,,
ATL,Concourse F,2/21/2022,1800 - 1900,2,8,3,5,2,8,156,0,0,0,0,0,0,3,159,1,12,,,
ATL,Concourse F,2/21/2022,1900 - 2000,4,13,2,11,4,13,321,0,0,0,0,0,0,8,329,2,17,,,
ATL,Concourse F,2/21/2022,2000 - 2100,7,20,6,18,6,20,655,41,0,0,0,0,0,11,707,4,19,,,
ATL,Concourse F,2/21/2022,2100 - 2200,7,18,6,16,7,18,161,20,0,0,0,0,0,2,183,1,20,,,
ATL,Concourse E,2/22/2022,1300 - 1400,1,9,1,10,1,10,180,0,0,0,0,0,0,6,186,1,23,,,
ATL,Concourse E,2/22/2022,1400 - 1500,2,13,5,13,3,13,195,0,0,0,0,0,0,5,200,1,18,,,
ATL,Concourse E,2/22/2022,1600 - 1700,13,50,15,70,13,70,430,88,47,25,8,0,0,17,615,6,14,,,
ATL,Concourse E,2/22/2022,1700 - 1800,23,61,38,95,27,95,304,298,305,109,44,7,0,33,1100,7,20,,,
ATL,Concourse E,2/22/2022,1800 - 1900,30,65,36,66,32,66,101,146,201,129,18,0,0,14,609,4,20,,,
ATL,Concourse E,2/22/2022,1900 - 2000,14,43,12,37,14,43,802,377,214,0,0,0,0,29,1422,8,21,,,
ATL,Concourse F,2/22/2022,0500 - 0600,8,34,18,35,12,35,299,180,6,0,0,0,0,16,501,3,11,,,
ATL,Concourse F,2/22/2022,0600 - 0700,9,30,16,31,12,31,217,154,4,0,0,0,0,10,385,2,12,,,
ATL,Concourse F,2/22/2022,0800 - 0900,2,23,7,23,5,23,324,30,0,0,0,0,0,5,359,3,10,,,
ATL,Concourse F,2/22/2022,0900 - 1000,2,12,4,9,2,12,180,0,0,0,0,0,0,3,183,1,10,,,
ATL,Concourse F,2/22/2022,1000 - 1100,7,19,12,19,7,19,173,17,0,0,0,0,0,5,195,1,10,,,
ATL,Concourse F,2/22/2022,1200 - 1300,4,15,5,13,4,15,241,0,0,0,0,0,0,6,247,2,9,,,
ATL,Concourse F,2/22/2022,1300 - 1400,6,19,9,19,7,19,345,29,0,0,0,0,0,15,389,3,19,,,
ATL,Concourse F,2/22/2022,1400 - 1500,3,18,8,20,5,20,415,22,0,0,0,0,0,12,449,2,23,,,
ATL,Concourse F,2/22/2022,1500 - 1600,16,75,33,75,23,75,275,229,115,52,34,0,0,18,723,4,14,,,
ATL,Concourse F,2/22/2022,1600 - 1700,29,99,58,101,43,101,66,51,62,70,76,15,0,12,352,2,13,,,
ATL,Concourse F,2/22/2022,1700 - 1800,25,65,64,95,40,95,84,111,178,2,124,16,0,17,532,3,16,,,
ATL,Concourse F,2/22/2022,1800 - 1900,28,54,36,57,30,57,45,56,145,19,0,0,0,7,272,2,14,,,
ATL,Concourse F,2/22/2022,1900 - 2000,2,11,4,11,3,11,110,0,0,0,0,0,0,4,114,1,14,,,
ATL,Concourse F,2/22/2022,2000 - 2100,9,26,17,35,11,35,765,328,45,0,0,0,0,33,1171,8,17,,,
ATL,Concourse E,2/23/2022,1300 - 1400,1,15,4,15,2,15,172,0,0,0,0,0,0,4,176,1,21,,,
ATL,Concourse E,2/23/2022,1400 - 1500,2,22,13,33,7,33,315,66,10,0,0,0,0,13,404,2,16,,,
ATL,Concourse E,2/23/2022,1600 - 1700,9,45,15,44,11,45,612,151,93,0,0,0,0,25,881,9,17,,,
ATL,Concourse E,2/23/2022,1700 - 1800,19,57,24,53,21,57,200,125,86,66,0,0,0,13,490,4,16,,,
ATL,Concourse E,2/23/2022,1800 - 1900,14,41,15,38,14,41,678,460,123,0,0,0,0,24,1285,8,18,,,
ATL,Concourse E,2/23/2022,1900 - 2000,7,23,8,21,7,23,429,58,0,0,0,0,0,15,502,4,16,,,
ATL,Concourse F,2/23/2022,0500 - 0600,0,5,2,6,1,6,119,0,0,0,0,0,0,1,120,1,12,,,
ATL,Concourse F,2/23/2022,0600 - 0700,2,23,12,32,8,32,483,129,5,0,0,0,0,15,632,3,14,,,
ATL,Concourse F,2/23/2022,0800 - 0900,5,12,7,15,6,15,108,0,0,0,0,0,0,4,112,1,10,,,
ATL,Concourse F,2/23/2022,0900 - 1000,2,12,3,6,2,12,117,0,0,0,0,0,0,2,119,1,10,,,
ATL,Concourse F,2/23/2022,1000 - 1100,4,13,6,14,4,14,176,0,0,0,0,0,0,5,181,1,5,,,
ATL,Concourse F,2/23/2022,1200 - 1300,5,16,7,16,6,16,109,3,0,0,0,0,0,3,115,1,12,,,
ATL,Concourse F,2/23/2022,1300 - 1400,7,19,10,22,9,22,237,54,0,0,0,0,0,10,301,2,20,,,
ATL,Concourse F,2/23/2022,1400 - 1500,3,15,4,13,3,15,238,0,0,0,0,0,0,6,244,2,25,,,
ATL,Concourse F,2/23/2022,1500 - 1600,17,50,22,49,19,50,276,350,118,14,0,0,0,23,781,5,19,,,
ATL,Concourse F,2/23/2022,1700 - 1800,13,31,17,33,14,33,183,163,14,0,0,0,0,8,368,2,13,,,
